"Statistic Label","County","Detailed Occupational Group","Year","UNIT","VALUE"
"Median Earned Income","Galway County","Officers of non-governmental organisations","2016","Euro",""
"Median Earned Income","Galway County","Actuaries, economists and statisticians (incl. Business and related research professionals)","2016","Euro","32655"
"Median Earned Income","Galway County","Bakers and flour confectioners","2016","Euro","19111"
"Median Earned Income","Galway County","Opticians","2016","Euro","42990"
"Median Earned Income","Galway County","Other administrative occupations n.e.c. (incl. Records clerks and assistants, Library clerks and assistants and Typists and related keyboard occupations)","2016","Euro","23146"
"Median Earned Income","Galway County","Other drivers and transport operatives n.e.c.","2016","Euro","30514"
"Median Earned Income","Galway County","Other elementary services occupations n.e.c.","2016","Euro","12670"
"Median Earned Income","Galway County","Other skilled trades n.e.c.","2016","Euro","26170"
"Median Earned Income","Galway County","Packers, bottlers, canners and fillers","2016","Euro","26355"
"Median Earned Income","Galway County","Painters and decorators","2016","Euro","19518"
"Median Earned Income","Galway County","Paper and wood machine operatives","2016","Euro","28952"
"Median Earned Income","Galway County","Paramedics","2016","Euro","64057"
"Median Earned Income","Galway County","Parking and civil enforcement occupations","2016","Euro",""
"Median Earned Income","Galway County","Bank and post office clerks","2016","Euro","31116"
"Median Earned Income","Galway County","Pensions and insurance clerks and assistants","2016","Euro","27645"
"Median Earned Income","Galway County","Pest control officers","2016","Euro",""
